id,code,sheet,cx,cy,width,height
9274,0175,16,2800,5800,39,39
9275,0175,16,3000,5800,34,34
9276,0175,16,3200,5800,35,35
9277,0175,16,3400,5800,42,41
9278,0175,16,3600,5800,40,38
9279,0175,16,3800,5800,42,40
9280,0175,16,4000,5800,40,36
9281,0175,17,200,200,41,37
9282,0175,17,400,200,35,36
9283,0175,17,600,200,41,41
9284,0175,17,800,200,41,39
9285,0175,17,1000,200,39,40
9286,0175,17,1200,200,34,35
9287,0175,17,1400,200,41,41
9288,0175,17,1600,200,39,43
9289,0175,17,1800,200,41,40
9290,0175,17,2000,200,40,40
9291,0175,17,2200,200,41,40
9292,0175,17,2400,200,42,46
9293,0175,17,2600,200,40,39
9294,0177,17,2800,200,60,40
9295,0177,17,3000,200,59,41
9296,0177,17,3200,200,57,40
9297,0177,17,3400,200,60,42
9298,0177,17,3600,200,50,34
9299,0177,17,3800,200,60,42
9300,0177,17,4000,200,50,32
9301,0177,17,200,400,50,35
9302,0177,17,400,400,50,35
9303,0177,17,600,400,60,44
9304,0177,17,800,400,59,43
9305,0177,17,1000,400,60,42
9306,0177,17,1200,400,60,40
9307,0177,17,1400,400,59,41
9308,0177,17,1600,400,60,41
9309,0177,17,1800,400,55,37
9310,0177,17,2000,400,60,42
9311,0177,17,2200,400,60,41
9312,0177,17,2400,400,59,40
9313,0177,17,2600,400,50,35
9314,0177,17,2800,400,60,44
9315,0177,17,3000,400,56,40
9316,0177,17,3200,400,59,41
9317,0177,17,3400,400,51,36
9318,0177,17,3600,400,59,40
9319,0177,17,3800,400,60,42
9320,0177,17,4000,400,59,40
9321,0177,17,200,600,57,39
9322,0177,17,400,600,60,41
9323,0177,17,600,600,61,40
9324,0177,17,800,600,57,40
9325,0177,17,1000,600,60,40
9326,0177,17,1200,600,60,41
9327,0177,17,1400,600,57,43
9328,0177,17,1600,600,59,42
9329,0177,17,1800,600,50,34
9330,0177,17,2000,600,60,45
9331,0177,17,2200,600,50,35
9332,0177,17,2400,600,60,42
9333,0178,17,2600,600,34,33
9334,0178,17,2800,600,40,39
9335,0178,17,3000,600,41,42
9336,0178,17,3200,600,38,37
9337,0178,17,3400,600,41,41
9338,0178,17,3600,600,33,33
9339,0178,17,3800,600,39,38
9340,0178,17,4000,600,39,38
9341,0178,17,200,800,34,34
9342,0178,17,400,800,41,41
9343,0178,17,600,800,41,40
9344,0178,17,800,800,40,40
9345,0178,17,1000,800,40,41
9346,0178,17,1200,800,42,43
9347,0178,17,1400,800,40,41
9348,0178,17,1600,800,39,40
9349,0178,17,1800,800,41,41
9350,0178,17,2000,800,41,40
9351,0178,17,2200,800,39,38
9352,0178,17,2400,800,41,41
9353,0178,17,2600,800,40,40
9354,0178,17,2800,800,39,39
9355,0178,17,3000,800,41,41
9356,0178,17,3200,800,38,38
9357,0178,17,3400,800,40,44
9358,0178,17,3600,800,40,39
9359,0178,17,3800,800,40,41
9360,0178,17,4000,800,41,41
9361,0178,17,200,1000,40,44
9362,0178,17,400,1000,40,41
9363,0178,17,600,1000,40,40
9364,0178,17,800,1000,40,41
9365,0178,17,1000,1000,40,40
9366,0178,17,1200,1000,40,40
9367,0178,17,1400,1000,41,40
9368,0179,17,1600,1000,41,59
9369,0179,17,1800,1000,33,51
9370,0179,17,2000,1000,41,60
9371,0179,17,2200,1000,41,60
9372,0179,17,2400,1000,34,50
9373,0179,17,2600,1000,38,55
9374,0179,17,2800,1000,40,57
9375,0179,17,3000,1000,37,59
9376,0179,17,3200,1000,39,58
9377,0179,17,3400,1000,41,64
9378,0179,17,3600,1000,41,58
9379,0179,17,3800,1000,34,48
9380,0179,17,4000,1000,39,56
9381,0179,17,200,1200,38,57
9382,0179,17,400,1200,41,60
9383,0179,17,600,1200,41,61
9384,0179,17,800,1200,43,63
9385,0179,17,1000,1200,40,60
9386,0179,17,1200,1200,41,59
9387,0179,17,1400,1200,41,58
9388,0179,17,1600,1200,33,49
9389,0179,17,1800,1200,41,60
9390,0179,17,2000,1200,40,62
9391,0179,17,2200,1200,41,60
9392,0179,17,2400,1200,40,60
9393,0179,17,2600,1200,40,64
9394,0179,17,2800,1200,41,59
9395,0179,17,3000,1200,39,56
9396,0179,17,3200,1200,41,59
9397,0179,17,3400,1200,33,48
9398,0179,17,3600,1200,39,58
9399,0179,17,3800,1200,38,53
9400,0179,17,4000,1200,34,48
9401,0179,17,200,1400,41,58
9402,0179,17,400,1400,41,59
9403,0179,17,600,1400,41,59
9404,0179,17,800,1400,41,59
9405,0179,17,1000,1400,39,55
9406,0179,17,1200,1400,40,60
9407,0179,17,1400,1400,39,56
9408,0179,17,1600,1400,41,59
9409,0179,17,1800,1400,34,49
9410,0179,17,2000,1400,41,60
9411,0179,17,2200,1400,41,59
9412,0179,17,2400,1400,34,50
9413,0179,17,2600,1400,40,66
9414,0179,17,2800,1400,38,57
9415,0179,17,3000,1400,41,60
9416,0179,17,3200,1400,34,49
9417,0179,17,3400,1400,40,58
9418,0179,17,3600,1400,41,66
9419,0179,17,3800,1400,41,59
9420,0179,17,4000,1400,34,47
9421,0179,17,200,1600,41,59
9422,0179,17,400,1600,37,55
9423,0179,17,600,1600,40,61
9424,0179,17,800,1600,34,50
9425,0179,17,1000,1600,34,51
9426,017a,17,1200,1600,32,38
9427,017a,17,1400,1600,35,40
9428,017a,17,1600,1600,34,41
9429,017a,17,1800,1600,32,35
9430,017a,17,2000,1600,29,33
9431,017a,17,2200,1600,35,41
9432,017a,17,2400,1600,35,40
9433,017a,17,2600,1600,34,41
9434,017a,17,2800,1600,34,40
9435,017a,17,3000,1600,34,40
9436,017a,17,3200,1600,34,41
9437,017a,17,3400,1600,35,41
9438,017a,17,3600,1600,34,40
9439,017a,17,3800,1600,30,35
9440,017a,17,4000,1600,34,41
9441,01e9,17,200,1800,34,55
9442,01e9,17,400,1800,34,59
9443,0244,17,600,1800,75,63
9444,0244,17,800,1800,58,59
9445,0244,17,1000,1800,58,58
9446,0244,17,1200,1800,37,39
9447,0244,17,1400,1800,59,59
9448,0244,17,1600,1800,58,59
9449,0244,17,1800,1800,75,63
9450,0244,17,2000,1800,58,58
9451,0244,17,2200,1800,38,41
9452,0244,17,2400,1800,38,39
9453,0244,17,2600,1800,38,39
9454,0244,17,2800,1800,57,59
9455,0244,17,3000,1800,58,60
9456,0244,17,3200,1800,58,58
9457,0244,17,3400,1800,58,59
9458,0244,17,3600,1800,59,58
9459,0255,17,3800,1800,56,57
9460,0442,17,4000,1800,57,65
9461,0442,17,200,2000,48,56
9462,0442,17,400,2000,57,66
9463,0442,17,600,2000,47,53
9464,0442,17,800,2000,57,66
9465,0442,17,1000,2000,57,63
9466,0444,17,1200,2000,56,51
9467,0445,17,1400,2000,48,64
9468,0445,17,1600,2000,48,66
9469,0445,17,1800,2000,49,64
9470,0445,17,2000,2000,49,64
9471,0445,17,2200,2000,41,54
9472,0448,17,2400,2000,59,53
9473,0130,17,2600,2000,41,61
9474,0130,17,2800,2000,27,41
9475,0130,17,3000,2000,27,41
9476,0130,17,3200,2000,41,62
9477,0130,17,3400,2000,40,62
9478,0130,17,3600,2000,29,41
9479,0130,17,3800,2000,27,40
9480,0130,17,4000,2000,28,41
9481,0130,17,200,2200,42,62
9482,0130,17,400,2200,27,40
9483,0130,17,600,2200,27,40
9484,0130,17,800,2200,41,62
9485,0130,17,1000,2200,27,40
9486,0130,17,1200,2200,42,62
9487,0130,17,1400,2200,41,62
9488,0130,17,1600,2200,41,61
9489,0130,17,1800,2200,40,60
9490,0130,17,2000,2200,42,61
9491,0130,17,2200,2200,40,61
9492,0130,17,2400,2200,41,62
9493,0130,17,2600,2200,19,30
9494,0130,17,2800,2200,39,59
9495,0130,17,3000,2200,34,53
9496,0130,17,3200,2200,40,61
9497,0130,17,3400,2200,20,29
9498,0130,17,3600,2200,27,40
9499,0130,17,3800,2200,39,59
9500,0131,17,4000,2200,23,60
9501,0131,17,200,2400,26,60
9502,0131,17,400,2400,25,60
9503,0131,17,600,2400,25,60
9504,0131,17,800,2400,24,59
9505,0131,17,1000,2400,25,61
9506,0131,17,1200,2400,24,61
9507,0131,17,1400,2400,15,39
9508,0131,17,1600,2400,15,39
9509,0131,17,1800,2400,25,63
9510,0131,17,2000,2400,25,61
9511,0131,17,2200,2400,23,58
9512,0131,17,2400,2400,24,64
9513,0131,17,2600,2400,25,61
9514,0131,17,2800,2400,10,29
9515,0131,17,3000,2400,17,40
9516,0131,17,3200,2400,25,60
9517,0131,17,3400,2400,25,60
9518,0131,17,3600,2400,24,57
9519,0131,17,3800,2400,24,59
9520,0131,17,4000,2400,15,40
9521,0131,17,200,2600,24,60
9522,0131,17,400,2600,26,60
9523,0131,17,600,2600,25,60
9524,0131,17,800,2600,26,61
9525,0131,17,1000,2600,24,56
9526,0131,17,1200,2600,26,60
9527,0131,17,1400,2600,14,50
9528,0131,17,1600,2600,11,29
9529,0131,17,1800,2600,14,40
9530,0131,17,2000,2600,25,65
9531,0131,17,2200,2600,26,61
9532,0131,17,2400,2600,17,40
9533,0131,17,2600,2600,26,60
9534,0131,17,2800,2600,25,61
9535,0131,17,3000,2600,19,50
9536,0131,17,3200,2600,25,60
9537,0131,17,3400,2600,24,57
9538,0131,17,3600,2600,17,39
9539,0131,17,3800,2600,23,57
9540,0131,17,4000,2600,24,58
9541,0131,17,200,2800,25,59
9542,0131,17,400,2800,25,60
9543,0131,17,600,2800,26,60
9544,0131,17,800,2800,15,38
9545,0131,17,1000,2800,25,59
9546,0131,17,1200,2800,25,59
9547,0131,17,1400,2800,25,62
9548,0131,17,1600,2800,15,41
9549,0131,17,1800,2800,23,58
9550,0131,17,2000,2800,25,60
9551,0131,17,2200,2800,14,39
9552,0131,17,2400,2800,25,61
9553,0131,17,2600,2800,15,43
9554,0131,17,2800,2800,14,39
9555,0131,17,3000,2800,25,61
9556,0131,17,3200,2800,25,61
9557,0131,17,3400,2800,25,60
9558,0131,17,3600,2800,25,60
9559,0131,17,3800,2800,25,59
9560,0131,17,4000,2800,24,58
9561,0131,17,200,3000,25,59
9562,0131,17,400,3000,23,57
9563,0131,17,600,3000,15,40
9564,0131,17,800,3000,24,61
9565,0131,17,1000,3000,25,60
9566,0131,17,1200,3000,16,40
9567,0131,17,1400,3000,25,59
9568,0131,17,1600,3000,15,39
9569,0131,17,1800,3000,16,40
9570,0131,17,2000,3000,24,60
9571,0131,17,2200,3000,24,59
9572,0131,17,2400,3000,25,60
9573,0131,17,2600,3000,26,60
9574,0131,17,2800,3000,10,29
9575,0131,17,3000,3000,24,60
9576,0131,17,3200,3000,25,61
9577,0131,17,3400,3000,16,40
9578,0131,17,3600,3000,25,60
9579,0131,17,3800,3000,11,29
9580,0131,17,4000,3000,24,60
9581,0131,17,200,3200,25,59
9582,0131,17,400,3200,24,58
9583,0131,17,600,3200,14,40
9584,0131,17,800,3200,25,58
9585,0131,17,1000,3200,25,60
9586,0131,17,1200,3200,25,63
9587,0131,17,1400,3200,24,61
9588,0131,17,1600,3200,25,61
9589,0131,17,1800,3200,25,60
9590,0131,17,2000,3200,25,64
9591,0131,17,2200,3200,24,59
9592,0131,17,2400,3200,24,59
9593,0132,17,2600,3200,19,28
9594,0132,17,2800,3200,25,41
9595,0132,17,3000,3200,39,60
9596,0132,17,3200,3200,26,39
9597,0132,17,3400,3200,39,62
9598,0132,17,3600,3200,39,64
9599,0132,17,3800,3200,25,44
9600,0132,17,4000,3200,38,59
9601,0132,17,200,3400,40,61
9602,0132,17,400,3400,26,40
9603,0132,17,600,3400,18,30
9604,0132,17,800,3400,38,60
9605,0132,17,1000,3400,26,40
9606,0132,17,1200,3400,39,61
9607,0132,17,1400,3400,25,41
9608,0132,17,1600,3400,39,59
9609,0132,17,1800,3400,25,40
9610,0132,17,2000,3400,26,40
9611,0132,17,2200,3400,18,28
9612,0132,17,2400,3400,26,39
9613,0132,17,2600,3400,26,40
9614,0132,17,2800,3400,27,41
9615,0132,17,3000,3400,27,40
9616,0132,17,3200,3400,39,60
9617,0132,17,3400,3400,38,58
9618,0132,17,3600,3400,39,59
9619,0132,17,3800,3400,40,61
9620,0132,17,4000,3400,26,40
9621,0132,17,200,3600,40,62
9622,0132,17,400,3600,39,60
9623,0132,17,600,3600,18,28
9624,0132,17,800,3600,39,62
9625,0132,17,1000,3600,18,29
9626,0132,17,1200,3600,40,63
9627,0132,17,1400,3600,38,61
9628,0132,17,1600,3600,39,60
9629,0132,17,1800,3600,26,41
9630,0132,17,2000,3600,32,52
9631,0132,17,2200,3600,25,40
9632,0132,17,2400,3600,42,61
9633,0132,17,2600,3600,26,40
9634,0132,17,2800,3600,40,61
9635,0132,17,3000,3600,39,60
9636,0132,17,3200,3600,26,40
9637,0132,17,3400,3600,39,61
9638,0132,17,3600,3600,25,40
9639,0132,17,3800,3600,33,50
9640,0132,17,4000,3600,26,44
9641,0132,17,200,3800,28,39
9642,0132,17,400,3800,39,61
9643,0132,17,600,3800,39,60
9644,0132,17,800,3800,39,59
9645,0132,17,1000,3800,39,62
9646,0132,17,1200,3800,39,59
9647,0132,17,1400,3800,38,60
9648,0132,17,1600,3800,39,60
9649,0132,17,1800,3800,33,49
9650,0132,17,2000,3800,39,61
9651,0132,17,2200,3800,37,57
9652,0133,17,2400,3800,23,40
9653,0133,17,2600,3800,34,60
9654,0133,17,2800,3800,23,40
9655,0133,17,3000,3800,35,61
9656,0133,17,3200,3800,33,58
9657,0133,17,3400,3800,33,58
9658,0133,17,3600,3800,35,62
9659,0133,17,3800,3800,34,61
9660,0133,17,4000,3800,34,59
9661,0133,17,200,4000,34,58
9662,0133,17,400,4000,23,38
9663,0133,17,600,4000,35,61
9664,0133,17,800,4000,34,59
9665,0133,17,1000,4000,35,64
9666,0133,17,1200,4000,35,64
9667,0134,17,1400,4000,35,51
9668,0134,17,1600,4000,35,51
9669,0134,17,1800,4000,39,58
9670,0134,17,2000,4000,42,63
9671,0134,17,2200,4000,42,63
9672,0134,17,2400,4000,28,39
9673,0134,17,2600,4000,40,57
9674,0134,17,2800,4000,41,61
9675,0134,17,3000,4000,41,61
9676,0134,17,3200,4000,42,63
9677,0134,17,3400,4000,41,58
9678,0134,17,3600,4000,42,61
9679,0134,17,3800,4000,40,58
9680,0134,17,4000,4000,27,38
9681,0134,17,200,4200,28,41
9682,0135,17,400,4200,36,63
9683,0135,17,600,4200,30,52
9684,0135,17,800,4200,37,63
9685,0135,17,1000,4200,36,63
9686,0135,17,1200,4200,36,61
9687,0135,17,1400,4200,34,58
9688,0135,17,1600,4200,37,65
9689,0135,17,1800,4200,35,59
9690,0135,17,2000,4200,35,62
9691,0135,17,2200,4200,36,65
9692,0135,17,2400,4200,35,65
9693,0135,17,2600,4200,36,61
9694,0135,17,2800,4200,37,60
9695,0136,17,3000,4200,26,41
9696,0136,17,3200,4200,36,58
9697,0136,17,3400,4200,39,62
9698,0136,17,3600,4200,39,63
9699,0136,17,3800,4200,38,60
9700,0136,17,4000,4200,37,60
9701,0136,17,200,4400,38,61
9702,0136,17,400,4400,38,59
9703,0136,17,600,4400,39,62
9704,0137,17,800,4400,26,39
9705,0137,17,1000,4400,32,50
9706,0137,17,1200,4400,37,59
9707,0137,17,1400,4400,37,60
9708,0137,17,1600,4400,37,61
9709,0137,17,1800,4400,35,57
9710,0137,17,2000,4400,37,60
9711,0137,17,2200,4400,37,61
9712,0137,17,2400,4400,38,61
9713,0137,17,2600,4400,39,60
9714,0138,17,2800,4400,35,61
9715,0138,17,3000,4400,34,59
9716,0138,17,3200,4400,29,50
9717,0138,17,3400,4400,35,62
9718,0138,17,3600,4400,36,62
9719,0138,17,3800,4400,35,62
9720,0138,17,4000,4400,24,41
9721,0138,17,200,4600,23,41
9722,0138,17,400,4600,23,41
9723,0138,17,600,4600,30,51
9724,0138,17,800,4600,34,62
9725,0138,17,1000,4600,35,61
9726,0138,17,1200,4600,33,58
9727,0138,17,1400,4600,35,64
9728,0139,17,1600,4600,38,63
9729,0139,17,1800,4600,39,61
9730,0139,17,2000,4600,36,57
9731,0139,17,2200,4600,38,62
9732,0139,17,2400,4600,36,61
9733,0139,17,2600,4600,38,63
9734,0139,17,2800,4600,38,60
9735,0139,17,3000,4600,39,62
9736,0139,17,3200,4600,39,63
9737,0139,17,3400,4600,38,61
9738,0139,17,3600,4600,32,53
9739,0139,17,3800,4600,39,62
9740,1821,17,4000,4600,10,53
9741,1821,17,200,4800,9,60
9742,1823,17,400,4800,51,60
9743,1823,17,600,4800,42,51
9744,143a,17,800,4800,10,39
9745,143a,17,1000,4800,10,40
9746,143a,17,1200,4800,10,42
9747,143a,17,1400,4800,11,43
9748,143a,17,1600,4800,10,42
9749,143a,17,1800,4800,10,42
9750,143a,17,2000,4800,10,41
9751,143a,17,2200,4800,11,42
9752,143a,17,2400,4800,12,42
9753,143a,17,2600,4800,11,42
9754,143a,17,2800,4800,11,43
9755,143a,17,3000,4800,10,39
9756,143a,17,3200,4800,11,42
9757,143a,17,3400,4800,10,41
9758,143a,17,3600,4800,9,36
9759,143a,17,3800,4800,10,42
9760,143a,17,4000,4800,10,43
9761,143a,17,200,5000,10,42
9762,143b,17,400,5000,12,47
9763,183f,17,600,5000,31,59
9764,183f,17,800,5000,25,49
9765,183f,17,1000,5000,30,58
9766,183f,17,1200,5000,31,61
9767,183f,17,1400,5000,30,59
9768,183f,17,1600,5000,31,61
9769,183f,17,1800,5000,31,60
9770,183f,17,2000,5000,31,60
9771,183f,17,2200,5000,29,57
9772,183f,17,2400,5000,29,57
9773,14b7,17,2600,5000,13,28
9774,14b7,17,2800,5000,11,20
9775,14b7,17,3000,5000,14,27
9776,14b7,17,3200,5000,13,29
9777,14b7,17,3400,5000,14,32
9778,14b7,17,3600,5000,15,27
9779,14b7,17,3800,5000,10,20
9780,14b7,17,4000,5000,10,20
9781,14b7,17,200,5200,14,28
9782,14b7,17,400,5200,15,27
9783,14b7,17,600,5200,11,20
9784,14b7,17,800,5200,14,27
9785,14b7,17,1000,5200,13,28
9786,14b7,17,1200,5200,13,28
9787,14b7,17,1400,5200,10,23
9788,14b7,17,1600,5200,14,27
9789,14b7,17,1800,5200,13,28
9790,14b7,17,2000,5200,10,20
9791,14b7,17,2200,5200,13,29
9792,14b7,17,2400,5200,13,28
9793,14b7,17,2600,5200,13,28
9794,14b7,17,2800,5200,14,28
9795,14b7,17,3000,5200,13,29
9796,14b7,17,3200,5200,13,29
9797,14b7,17,3400,5200,13,28
9798,14b7,17,3600,5200,13,27
9799,14b7,17,3800,5200,14,28
9800,1881,17,4000,5200,82,41
9801,1882,17,200,5400,23,38
9802,1882,17,400,5400,34,57
9803,1882,17,600,5400,23,38
9804,1882,17,800,5400,33,63
9805,1882,17,1000,5400,33,59
9806,1883,17,1200,5400,55,61
9807,1883,17,1400,5400,56,56
9808,1891,17,1600,5400,58,60
9809,1891,17,1800,5400,62,53
9810,18a1,17,2000,5400,19,54
9811,18a2,17,2200,5400,26,56
9812,1980,17,2400,5400,23,73
9813,1980,17,2600,5400,22,72
9814,1980,17,2800,5400,22,80
9815,1980,17,3000,5400,22,74
9816,1980,17,3200,5400,23,75
9817,1980,17,3400,5400,23,79
9818,1980,17,3600,5400,23,75
9819,1980,17,3800,5400,24,74
9820,1980,17,4000,5400,22,74
9821,1980,17,200,5600,22,75
9822,1980,17,400,5600,22,76
9823,1980,17,600,5600,22,75
9824,1980,17,800,5600,23,73
9825,1980,17,1000,5600,23,76
9826,1980,17,1200,5600,23,75
9827,1980,17,1400,5600,23,75
9828,1980,17,1600,5600,22,73
9829,1980,17,1800,5600,22,75
9830,1980,17,2000,5600,23,75
9831,1980,17,2200,5600,22,74
9832,1980,17,2400,5600,23,77
9833,1980,17,2600,5600,21,71
9834,1980,17,2800,5600,23,76
9835,1980,17,3000,5600,22,78
9836,1980,17,3200,5600,23,76
9837,1980,17,3400,5600,23,78
9838,1980,17,3600,5600,22,73
9839,1980,17,3800,5600,23,75
9840,1980,17,4000,5600,22,72
9841,1980,17,200,5800,22,73
9842,1980,17,400,5800,24,75
9843,1980,17,600,5800,21,74
9844,1980,17,800,5800,23,75
9845,1980,17,1000,5800,24,75
9846,1980,17,1200,5800,23,75
9847,1980,17,1400,5800,23,76
9848,1980,17,1600,5800,24,77
9849,1981,17,1800,5800,22,79
9850,1981,17,2000,5800,23,75
9851,1981,17,2200,5800,22,75
9852,1981,17,2400,5800,19,62
9853,1981,17,2600,5800,23,73
9854,1981,17,2800,5800,23,73
9855,1981,17,3000,5800,23,77
9856,1981,17,3200,5800,23,75
9857,1981,17,3400,5800,23,76
9858,1981,17,3600,5800,23,80
9859,1981,17,3800,5800,23,74
9860,1981,17,4000,5800,22,75
9861,1981,18,200,200,23,76
9862,1981,18,400,200,22,75
9863,1981,18,600,200,23,74
9864,1981,18,800,200,23,77
9865,1981,18,1000,200,23,77
9866,1981,18,1200,200,23,74
9867,1981,18,1400,200,23,74
9868,1981,18,1600,200,23,74
9869,1981,18,1800,200,23,69
9870,1981,18,2000,200,23,74
9871,1981,18,2200,200,24,74
9872,1981,18,2400,200,23,76
9873,1981,18,2600,200,23,74
9874,1981,18,2800,200,22,79
9875,1981,18,3000,200,22,76
9876,1981,18,3200,200,21,72
9877,1981,18,3400,200,23,75
9878,1981,18,3600,200,24,79
9879,1981,18,3800,200,22,77
9880,1981,18,4000,200,24,74
9881,1981,18,200,400,22,75
9882,1981,18,400,400,24,77
9883,1981,18,600,400,21,72
9884,1981,18,800,400,23,75
9885,1981,18,1000,400,23,75
9886,1981,18,1200,400,24,74
9887,1981,18,1400,400,23,75
9888,1981,18,1600,400,20,63
9889,1984,18,1800,400,20,73
9890,1984,18,2000,400,20,76
9891,1985,18,2200,400,19,74
9892,1985,18,2400,400,20,76
9893,1a82,18,2600,400,27,15
9894,1a82,18,2800,400,27,16
9895,1a82,18,3000,400,27,15
9896,1d97,18,3200,400,29,10
9897,1d97,18,3400,400,29,12
9898,1d97,18,3600,400,29,14
9899,1d97,18,3800,400,29,10
9900,1d97,18,4000,400,29,10
9901,1d97,18,200,600,29,10
9902,1d97,18,400,600,30,11
9903,1d97,18,600,600,30,11
9904,1d97,18,800,600,29,11
9905,1b81,18,1000,600,34,19
9906,1b81,18,1200,600,35,19
9907,1b81,18,1400,600,35,19
9908,1b81,18,1600,600,35,18
9909,1b81,18,1800,600,22,12
9910,1b81,18,2000,600,29,16
9911,1b81,18,2200,600,35,19
9912,1b81,18,2400,600,34,19
9913,1b81,18,2600,600,35,19
9914,1b81,18,2800,600,29,16
9915,1b81,18,3000,600,35,20
9916,1b81,18,3200,600,36,19
9917,1b81,18,3400,600,34,18
9918,1b81,18,3600,600,35,19
9919,1b81,18,3800,600,35,19
9920,1b81,18,4000,600,22,12
9921,1b81,18,200,800,22,13
9922,1b81,18,400,800,33,19
9923,1b81,18,600,800,33,19
9924,1b81,18,800,800,33,19
9925,1b81,18,1000,800,35,19
9926,1b81,18,1200,800,35,19
9927,1b81,18,1400,800,71,30
9928,1b81,18,1600,800,29,16
9929,1b81,18,1800,800,83,40
9930,1b81,18,2000,800,29,16
9931,1b81,18,2200,800,55,27
9932,1b81,18,2400,800,83,39
9933,1b81,18,2600,800,29,15
9934,1c2a,18,2800,800,25,27
9935,1c2a,18,3000,800,23,28
9936,1c2a,18,3200,800,24,27
9937,1c2a,18,3400,800,24,27
9938,1c2a,18,3600,800,25,27
9939,1c2a,18,3800,800,25,29
9940,1c2a,18,4000,800,24,27
9941,1c2a,18,200,1000,24,27
9942,1c2a,18,400,1000,24,27
9943,1c2a,18,600,1000,24,27
9944,1c2b,18,800,1000,50,49
9945,1c2b,18,1000,1000,60,60
9946,1c2b,18,1200,1000,60,60
9947,1c2b,18,1400,1000,60,61
9948,1c2b,18,1600,1000,60,61
9949,1c2b,18,1800,1000,60,59
9950,1c2b,18,2000,1000,58,58
9951,1c2b,18,2200,1000,54,53
9952,1c2b,18,2400,1000,61,61
9953,1c2b,18,2600,1000,60,60
9954,1c2b,18,2800,1000,60,60
9955,1c2b,18,3000,1000,60,61
9956,1c2d,18,3200,1000,55,5
9957,1c2d,18,3400,1000,55,6
9958,1c2d,18,3600,1000,55,6
9959,1c2d,18,3800,1000,56,6
9960,1c2d,18,4000,1000,56,5
9961,1c2d,18,200,1200,55,6
9962,1c2d,18,400,1200,56,5
9963,1c2d,18,600,1200,52,6
9964,1c2d,18,800,1200,56,5
9965,1c2d,18,1000,1200,55,6
9966,1c2d,18,1200,1200,56,6
9967,1c2d,18,1400,1200,55,6
9968,1c2d,18,1600,1200,55,5
9969,1c2d,18,1800,1200,55,5
9970,1c2d,18,2000,1200,37,4
9971,1c2d,18,2200,1200,55,6
9972,1c2d,18,2400,1200,56,5
9973,1c2d,18,2600,1200,55,5
9974,1c2d,18,2800,1200,36,4
9975,1c2d,18,3000,1200,55,5
9976,1c2d,18,3200,1200,55,5
9977,1c2d,18,3400,1200,53,6
9978,1c2d,18,3600,1200,55,6
9979,1c2d,18,3800,1200,46,5
9980,1c2d,18,4000,1200,56,6
9981,1c2d,18,200,1400,53,5
9982,1c2d,18,400,1400,55,5
9983,1c2d,18,600,1400,55,5
9984,1c2d,18,800,1400,55,6
9985,1c2d,18,1000,1400,36,4
9986,1c2d,18,1200,1400,52,6
9987,1c2d,18,1400,1400,56,5
9988,1c2d,18,1600,1400,55,5
9989,1c2d,18,1800,1400,55,6
9990,1c2d,18,2000,1400,55,5
9991,1c2d,18,2200,1400,55,6
9992,1c2d,18,2400,1400,55,6
9993,1c2d,18,2600,1400,55,5
9994,1c2d,18,2800,1400,55,5
9995,1c2d,18,3000,1400,55,7
9996,1c2d,18,3200,1400,55,6
9997,1c2d,18,3400,1400,55,5
9998,1c2d,18,3600,1400,56,6
9999,1c2d,18,3800,1400,55,6
10000,1c2d,18,4000,1400,56,5
10001,1c2d,18,200,1600,55,5
10002,1c2d,18,400,1600,56,6
10003,1c2d,18,600,1600,55,6
10004,1c2d,18,800,1600,55,6
10005,1c2d,18,1000,1600,36,4
10006,1c2d,18,1200,1600,55,6
10007,1c2d,18,1400,1600,55,6
10008,1c2d,18,1600,1600,55,5
10009,1c2d,18,1800,1600,55,6
10010,1c2d,18,2000,1600,55,6
10011,1c2d,18,2200,1600,55,6
10012,1c2d,18,2400,1600,55,5
10013,1c2d,18,2600,1600,55,6
10014,1c2d,18,2800,1600,56,6
10015,1c2d,18,3000,1600,56,6
10016,1c2d,18,3200,1600,55,5
10017,1c2d,18,3400,1600,55,6
10018,1c2d,18,3600,1600,55,5
10019,1c2d,18,3800,1600,56,5
10020,1c2f,18,4000,1600,24,58
10021,1c80,18,200,1800,50,52
10022,1c80,18,400,1800,60,61
10023,1c80,18,600,1800,54,52
10024,1c80,18,800,1800,60,61
10025,1c82,18,1000,1800,44,39
10026,1c82,18,1200,1800,45,42
10027,1c82,18,1400,1800,38,35
10028,1c82,18,1600,1800,43,39
10029,1c82,18,1800,1800,38,33
10030,1c82,18,2000,1800,39,35
10031,1d3c,18,2200,1800,53,39
10032,1d3c,18,2400,1800,52,39
10033,1d3c,18,2600,1800,50,39
10034,1d3c,18,2800,1800,52,39
10035,1d3d,18,3000,1800,57,23
10036,1d3d,18,3200,1800,61,23
10037,1d3d,18,3400,1800,60,24
10038,1d3d,18,3600,1800,60,24
10039,1d3d,18,3800,1800,60,24
10040,1d3d,18,4000,1800,61,25
10041,1d3d,18,200,2000,60,24
10042,1d3d,18,400,2000,50,20
10043,1d3d,18,600,2000,61,24
10044,1d3d,18,800,2000,60,24
10045,1d3d,18,1000,2000,61,24
10046,1d3d,18,1200,2000,61,24
10047,1d3d,18,1400,2000,60,23
10048,1d3d,18,1600,2000,60,29
10049,1d3d,18,1800,2000,61,24
10050,1d3d,18,2000,2000,60,24
